id,code,name,description,symbol
c_clave_unidad_LBT,LBT,Troy pound,,
c_clave_unidad_LC,LC,Centímetro lineal,,
c_clave_unidad_LD,LD,Litro por día,,l/d
c_clave_unidad_LE,LE,Lite,,
c_clave_unidad_LEF,LEF,Hoja,Unidad de conteo que define el número de hojas.,
c_clave_unidad_LF,LF,Pie lineal,Unidad de conteo que define el número de pies (12 pulgadas) de longitud de un objeto de ancho uniforme.,
c_clave_unidad_LH,LH,Hora de trabajo,Unidad de tiempo que define el número de horas de trabajo.,
c_clave_unidad_LI,LI,Pulgada lineal,,
c_clave_unidad_LJ,LJ,Spray grande,,
c_clave_unidad_LK,LK,Enlazar,Unidad de distancia igual a 0.01 cadena.,
c_clave_unidad_LM,LM,Metro lineal,Unidad de conteo que define el número de metros de longitud de un objeto de ancho uniforme.,
c_clave_unidad_LN,LN,Longitud,Unidad de distancia que define la extensión lineal de un elemento medido de extremo a extremo.,
c_clave_unidad_LO,LO,Lote [unidad de adquisición],Unidad de conteo que define el número de lotes (lote: una colección de artículos asociados).,
c_clave_unidad_LP,LP,Libra líquida,Unidad de masa que define el número de libras de una sustancia líquida.,
c_clave_unidad_LPA,LPA,Litro de alcohol puro,Unidad de volumen igual a un litro de alcohol puro.,
c_clave_unidad_LR,LR,Capa ,Unidad de conteo que define el número de capas.,
c_clave_unidad_LS,LS,Suma global,Unidad de conteo que define el número de cantidades monetarias completas o completas.,
c_clave_unidad_LTN,LTN,Tonelada (UK) o tonelada larga (estados unidos),Sinónimo: tonelada bruta (2240 ​​lb),ton (UK)
c_clave_unidad_LTR,LTR,Litro,"Es una unidad de volumen equivalente a un decímetro cúbico (1 dm³). Su uso es aceptado en el Sistema Internacional de Unidades (SI), aunque ya no pertenece estrictamente a él.",l
c_clave_unidad_LUB,LUB,"Tonelada métrica, aceite lubricante",Unidad de masa que define el número de toneladas métricas de aceite lubricante.,
c_clave_unidad_LUM,LUM,Lumen,"El lumen es la unidad estándar del flujo luminoso de una fuente de luz. Es una unidad derivada del sistema internacional, basada en la candela.",lm
c_clave_unidad_LUX,LUX,Lux,Un lux es la incidencia perpendicular de un lumen en una superficie de 1 metro cuadrado. Equivale a 0.0929 lúmenes.,lx
c_clave_unidad_LX,LX,Yarda lineal por libra,,
c_clave_unidad_LY,LY,Yarda lineal,Unidad de conteo que define el número de unidades de 36 pulgadas en longitud de un objeto de ancho uniforme.,
c_clave_unidad_M0,M0,cinta magnética,,
c_clave_unidad_M1,M1,Miligramo por litro,,mg/l
c_clave_unidad_M10,M10,Reciprocidad de la yarda cuadrada,,1/yd³
c_clave_unidad_M11,M11,Yarda cúbica por grado fahrenheit,,yd³/°F
c_clave_unidad_M12,M12,Yarda cúbica por día,,yd³/d
c_clave_unidad_M13,M13,Yarda cúbica por hora ,,yd³/h
c_clave_unidad_M14,M14,Yarda cúbica por psi (libra por pulgada cuadrada),,yd³/psi
c_clave_unidad_M15,M15,Yarda cúbica por minuto,,yd³/min
c_clave_unidad_M16,M16,Yarda cúbica por segundo,,yd³/s
c_clave_unidad_M17,M17,Kilohertz metro,,kHz·m
c_clave_unidad_M18,M18,Gigahertz metro,,GHz·m
c_clave_unidad_M19,M19,Beaufort,"Una medida empírica para describir la velocidad del viento basada principalmente en condiciones marinas observadas. La escala de Beaufort indica la velocidad del viento por números que típicamente varían de 0 para la calma, a 12 para el huracán.",Bft
c_clave_unidad_M20,M20,Recíproco de megakelvin o megakelvin a la potencia menos 1,,1/MK
c_clave_unidad_M21,M21,Kilovoltio-amperio hora reciprocidad,,1/kVAh
c_clave_unidad_M22,M22,Milímetro por centímetro cuadrado minuto,,(ml/min)/cm²
c_clave_unidad_M23,M23,Newton por centímetro,,N/cm
c_clave_unidad_M24,M24,Ohm kilómetro,,Ω·km
c_clave_unidad_M25,M25,Porcentaje por grado celsius,"Unidad de proporción, igual a 0,01, en relación a una temperatura de un grado.",%/°C
c_clave_unidad_M26,M26,GigaOhm por metro,,GΩ/m
c_clave_unidad_M27,M27,Megahertz metro,,MHz·m
c_clave_unidad_M29,M29,Kilogramo por kilogramo,,kg/kg
c_clave_unidad_M30,M30,voltio-amperio segundo reciprocidad,,1/(V·A·s)
c_clave_unidad_M31,M31,Kilogramo por kilómetro,,kg/km
c_clave_unidad_M32,M32,Segundos pascal por litro,,Pa·s/l
c_clave_unidad_M33,M33,MiliMol por litro,,mmol/l
c_clave_unidad_M34,M34,Newton metro por metro cuadrado,,N·m/m²
c_clave_unidad_M35,M35,Milivoltio - amperio,,mV·A
c_clave_unidad_M36,M36,Mes de 30 días,"Unidad de cuenta que define el número de meses expresado en múltiplos de 30 días, un día es igual a 24 horas.",mo (30 days)
c_clave_unidad_M37,M37,Actual 360,"Unidad de cuenta que define el número de años expresado en múltiplos de 360 días, un día es igual a 24 horas.",y (360 days)
c_clave_unidad_M38,M38,Kilómetro por segundo cuadrado,1000 veces de la unidad base del sistema internacional dividido por la potencia de la unidad base del sistema internacional por el segundo al  exponente 2.,km/s²
c_clave_unidad_M39,M39,Centímetro por segundo cuadrado,0.01 veces de unidad de base del sistema internacional dividido por la potencia de la unidad de base del sistema internacional en segundo lugar por el exponente 2.,cm/s²
c_clave_unidad_M4,M4,Valor monetario,Unidad de medida expresada como un monto monetario.,
c_clave_unidad_M40,M40,Yarda por segundo cuadrado,"Unidad de longitud de acuerdo con el sistema Anglo-Americano y el sistema imperial de unidades, dividido por la potencia de la unidad del sistema internacional, segundo elevado al exponente 2.",yd/s²
c_clave_unidad_M41,M41,Milímetro por segundo cuadrado,"0.001 veces de unidad de base del sistema internacional, dividido por la potencia de la unidad de base del sistema internacional por el segundo exponente 2.",mm/s²
c_clave_unidad_M42,M42,Milla (milla estatal)  por segundo cuadrado,Unidad de la longitud según el sistema Imperial de unidades dividido por la potencia de la unidad base del sistema internacional por segundo por el exponente 2.,mi/s²
c_clave_unidad_M43,M43,Mil (unidad de Medida Militar),"Unidad para indicar un ángulo en la zona militar, igual a la 6400ª parte del círculo completo del 360° ó 2  pi radian.",mil
c_clave_unidad_M44,M44,Revolución,Unidad para identificar un ángulo de un círculo de 360 grados ó 2*pi*radio (Referencia ISO/TC12 SI Guía).,rev
c_clave_unidad_M45,M45,Grado por segundo cuadrado,360 partes de un círculo completo dividido por la potencia de la unidad de base SI en segundo lugar y el exponente 2.,°/s²
c_clave_unidad_M46,M46,Revolución por minuto,,r/min
c_clave_unidad_M47,M47,Circular Mil,Unidad que representa el área del círculo de un mil de diámetro.,cmil
c_clave_unidad_M48,M48,Milla cuadrada (basado en u.s survey foot),Unidad de área que es principalmente usada en la agricultura y en la forestación.,mi² (US survey)
c_clave_unidad_M49,M49,Cadena ," Es una unidad de longitud utilizada para medir terrenos. Equivale a 20,1168 metros, y en inglés se llama surveyor chain.",ch (US survey)
c_clave_unidad_M5,M5,Microcurie,,µCi
c_clave_unidad_M50,M50,Estadio,Unidad comunmente usada en Gran Bretaña en distancias rurales: 1 furlong = 40 rods = 10 cadenas (UK) =1/8 de milla = 1/10 furlong = 220 yardas =660 pies.,fur
c_clave_unidad_M51,M51,Pie (Topografía UEA),Unidad comunmente usada en los estados unidos para la inspección de artillería.,ft (US survey)
c_clave_unidad_M52,M52,Milla,Unidad comunmente usada en los Estados Unidos para la inspección de artillería.,mi (US survey)
c_clave_unidad_M53,M53,Metro por pascal,"Metro, unidad del Sistema Internacional dividido por Pascal, Unidad del Sistema Internacional",m/Pa
c_clave_unidad_M55,M55,Metro por radián,Unidad del factor de conversión para la implementación de rotación a movimiento lineal.,m/rad
c_clave_unidad_M56,M56,Shake ,Unidad para un periódo muy corto.,shake
c_clave_unidad_M57,M57,Milla por minuto,Unidad de velocidad del sistema inglés de unidades.,mi/min
c_clave_unidad_M58,M58,Milla por segundo,Unidad de velocidad del sistema inglés de unidades.,mi/s
c_clave_unidad_M59,M59,Metro por segundo pascal,Metro dividido por el producto de SI unidad base segundo y el derivado unidad SI pascal.,(m/s)/Pa
c_clave_unidad_M60,M60,Metro por hora,"Metro,unidad del sistema internacional dividido por la unidad de hora.",m/h
c_clave_unidad_M61,M61,Pulgada por año,Unidad de longitud según el sistema de unidades Anglo-Americano y el sistema Imperial de unidades dividido por la unidad común año de 365 días.,in/y
c_clave_unidad_M62,M62,Kilómetro por segundo,1000 veces del medidor de unidad de base SI dividido por la segunda unidad de base SI.,km/s
c_clave_unidad_M63,M63,Pulgada por minuto,Unidad de pulgada de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por el minuto de unidad.,in/min
c_clave_unidad_M64,M64,Yarda por segundo,Unidad de yarda de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por la unidad de base segundo.,yd/s
c_clave_unidad_M65,M65,Yarda por minuto,Unidad de yarda de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por el minuto de unidad.,yd/min
c_clave_unidad_M66,M66,Yarda por hora,"Unidad de yarda de acuerdo con el sistema Anglo-Americano y el sistema Imperial de unidades, dividido por la unidad de minuto.",yd/h
c_clave_unidad_M67,M67,Acre-pie,"Unidad de volúmen, la cúal es usada en los Estados Unidos para medir la capacidad de las presas.",acre-ft (US survey)
c_clave_unidad_M68,M68,Cordón,Unidad tradicional del volumen de leña apilada que se ha medido con un cordón.,cord
c_clave_unidad_M69,M69,Milla cúbica (reinounido),,mi³
c_clave_unidad_M7,M7,Micro-pulgada,,µin
c_clave_unidad_M70,M70,Unidad tradicional de capacidad de carga,,RT
c_clave_unidad_M71,M71,Metro cúbico por pascal (joules),"Unidad de Energía del sistema internacional, metro elevado al exponente 3 y dividido por la unidad pascal.",m³/Pa
c_clave_unidad_M72,M72,Bel,"las décimas de bel, o decibeles. El logaritmo de la relación del sonido o la señal con un estándar proporciona la medición del decibel. ... El símbolo correspondiente a la unidad es B, pero dB es la unidad estándar.",B
c_clave_unidad_M73,M73,Kilogramo por metro cúbico pascal,"Unidad base del sistema internacional kilogramo, dividido por el producto de metro elevado al exponente 3 por pascal.",(kg/m³)/Pa
c_clave_unidad_M74,M74,Kilogramo por pascal,,kg/Pa
c_clave_unidad_M75,M75,Kilolibra fuerza,"100 veces la unidad de fuerza, libra fueza de acuerdo con la relación del sistema de unidades  Anglo-Americano",kip
c_clave_unidad_M76,M76,Poundal,"Unidad no conforme al sistema internacional de la potencia, que corresponde a una masa de una libra multiplicada con la aceleración de un pie por segundo cuadrado.",pdl
c_clave_unidad_M77,M77,Kilogramo metro por segundo cuadrado,"Producto del kilogramo,unidad base del sistema internacional y del metro, unidad base del sistema internacional dividido por la potencia del segundo elevado al exponente 2.",kg·m/s²
c_clave_unidad_M78,M78,Pond,"0.001 veces de la unidad del peso, definida como una masa de 1 kg que se encuentra sobre una fuerza de peso de 1 kp por la fuerza gravitatoria al nivel del mar, que corresponde a una fuerza de 9,806 65 newton.",p
c_clave_unidad_M79,M79,Pie cuadrado por hora,"Potencia de la unidad pie, de acuerdo con el sistema Anglo-Americano e Imperial de unidades, elevado al exponente 2 y dividido por la unidad derivada pascal del sistema internacional de unidades.",ft²/h
c_clave_unidad_M80,M80,Stokes por pascal,"CGS (Centímetro-Gramo-Segundo sistema) unidad stokes dividido por la unidad derivada del sistema internacional, pascal.",St/Pa
c_clave_unidad_M81,M81,Centímetro cuadrado por segundo,,cm²/s
c_clave_unidad_M82,M82,Metro cuadrado por segundo pascal,"Potencia de la unidad base, metro, del sistema internacional con el exponente 2, dividido por la unidad base, segundo, y la unidad derivada, pascal, ambas del sistema internacional.",(m²/s)/Pa
c_clave_unidad_M83,M83,Denier,Unidad tradicional para la indicación de la masa lineal de fibras e hilados textiles.,den
c_clave_unidad_M84,M84,Libra por yarda ,Unidad de masa lineal según el sistema de unidades avoirdupois.,lb/yd
c_clave_unidad_M85,M85,"Tonelada, ensayo","Unidad de masa no conforme al sistema internacional, utilizada en la mineralogía para determinar la concentración de metales preciosos en el mineral de acuerdo con la masa del metal precioso en miligramos en una muestra de la masa de un sonido de ensayo (número de onzas troy en una tonelada corta (1 000 lb)).",
c_clave_unidad_M86,M86,Libra Alemana,Anticuada unidad de masa usada en Alemania.,pfd
c_clave_unidad_M87,M87,Kilogramo por segundo pascal,Es la unidad base kilogramo dividido por el producto de la unidad base segundo y la derivada de la unidad pascal.,(kg/s)/Pa
c_clave_unidad_M88,M88,Tonelada por mes,Unidad tonelada métrica dividida por la unidad mes,t/mo
c_clave_unidad_M89,M89,Tonelada por año,Unidad tonelada métrica dividida por la unidad año con 365 días,t/y
c_clave_unidad_M9,M9,Millones de btu por 1000 pies cúbicos,,MBTU/kft³
c_clave_unidad_M90,M90,Kilolibra por hora,1000 veces la unidad de la masa libra avoirdupois de acuerdo con el sistema unitario avoirdupois dividido por la unidad de hora.,klb/h
c_clave_unidad_M91,M91,Libra por libra,Proporción de la masa consistente en la libra avoirdupois según el sistema unitario avoirdupois dividido por la libra avoirdupois según el sistema unitario avoirdupois.,lb/lb
c_clave_unidad_M92,M92,Libra fuerza pie,"Producto de la unidad libra fuerza, de acuerdo con el sistema de unidades Anglo-Americano, y la unidad pie, de acuerdo con el sistema de unidades, Anglo-Americano y el sistema imperial de unidades.",lbf·ft
c_clave_unidad_M93,M93,Newton metro por radián,"Producto de la unidad derivada del sistema internacional, newton y de la unidad base , metro, dividida por la unidad radián.",N·m/rad
c_clave_unidad_M94,M94,Kilogramo metro,Unidad de desequilibrio como producto del kilogramo  y el metro.,kg·m
c_clave_unidad_M95,M95,Poundal pie,"Producto de la unidad poundal, no conforme al sistema internacional de unidades, y la unidad pie, de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial.",pdl·ft
c_clave_unidad_M96,M96,Poundal pulgada,"Producto de la unidad poundal, no conforme al sistema internacional de unidades, y la unidad pulgada, de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial.",pdl·in
c_clave_unidad_M97,M97,Dina metro,CGS (Centímetro-Gramo-Segundo sistema) unidad del momento de rotación.,dyn·m
c_clave_unidad_M98,M98,Kilogramo centímetro por segundo,Producto del kilogramo de unidad de base SI y  0.01 veces de metro unidad de base SI dividido por la unidad de base SI en segundo.,kg·(cm/s)
c_clave_unidad_M99,M99,Gramo centímetro por segundo,"Producto del 0.001 veces del kilogramo de la unidad base SI y el 0,01 veces del metro de la unidad base SI dividido por la unidad base SI, segundo.",g·(cm/s)
c_clave_unidad_MA,MA,Máquina por unidad,,
c_clave_unidad_MAH,MAH,Megavoltio amperio reactivo hora,Define la cantidad total de potencia reactiva a través de un sistema de potencia.,Mvar·h
c_clave_unidad_MAL,MAL,Megalitro,,Ml
c_clave_unidad_MAM,MAM,Megametro,Es la unidad de longitud que equivale a un millón de metros.,Mm
c_clave_unidad_MAR,MAR,Megavar,Una unidad de potencia reactiva eléctrica representada por una corriente de mil amperios que fluye debido a una diferencia de potencial de mil voltios donde el seno del ángulo de fase entre ellos es 1.,kvar
c_clave_unidad_MAW,MAW,Megawatt,Unidad de potencia que define la tasa de energía transferida o consumida cuando una corriente de 1000 amperios fluye debido a un potencial de 1000 volts al factor de potencia unitario.,MW
c_clave_unidad_MBE,MBE,Mil equivalente de ladrillo estándar,Unidad de cuenta que define el número de mil unidades equivalentes de ladrillo.,
c_clave_unidad_MBF,MBF,Mil pies de tabla,,
c_clave_unidad_MBR,MBR,Milibar,,mbar
c_clave_unidad_MC,MC,Microgramo,,µg
c_clave_unidad_MCU,MCU,Milicurie,,mCi
c_clave_unidad_MD,MD,Tonelada métrica seca al aire,"Unidad de conteo que define el número de toneladas métricas de un producto, sin tener en cuenta el contenido de agua del producto.",
c_clave_unidad_MF,MF,Miligramo por pie cuadrado por lado,,
c_clave_unidad_MGM,MGM,Miligramo,"Medida de masa, de símbolo mg, que es igual a la milésima parte de un gramo.",mg
c_clave_unidad_MHZ,MHZ,Megahertz,Medida de frecuencia que es igual a 1 millón de hertz.,MHz
c_clave_unidad_MIK,MIK,Milla cuadrada (milla estatal), Es una unidad de superficie equivalente a un cuadrado cuyos lados miden una milla estatutaria.,mi²
c_clave_unidad_MIL,MIL,Mil,"Es un número natural que se escribe 1000 o 10³ en notación científica, y que sigue del 999 y precede al 1001.",
c_clave_unidad_MIN,MIN,Minuto [unidad de tiempo],"Es una unidad de tiempo que equivale a la sexagésima parte de una hora. También comprende 60 segundos. Su símbolo es min (adviértase que no es una abreviatura: no admite mayúscula, ni punto, ni plural). ",min
c_clave_unidad_MIO,MIO,Millón,"Es igual a mil millares, o 106. El concepto de millón también se puede expresar mediante el prefijo mega antepuesto a unidades del SI. Etimología: millón proviene del término italiano milione (del latín: mille).",
c_clave_unidad_MIU,MIU,Unidad internacional de millón,Unidad de cuenta que define el número de unidades internacionales en múltiplos de 106.,
c_clave_unidad_MK,MK,Miligramo por pulgada cuadrada,,Mg / in²
c_clave_unidad_MLD,MLD,Mil millones,Sinónimo: billon (US),
c_clave_unidad_MLT,MLT,Mililitro,"Medida de volumen, de símbolo ml, que es igual a la milésima parte de un litro.",ml
c_clave_unidad_MMK,MMK,Milímetro cuadrado,"Medida de longitud, de símbolo mm, que es igual a la milésima parte de un metro.",mm²
c_clave_unidad_MMQ,MMQ,Milímetro cúbico,"Medida de longitud, de símbolo mm, que es igual a la milésima parte de un metro.",mm³
c_clave_unidad_MMT,MMT,Milímetro,Es una unidad de longitud. Es el tercer submúltiplo del metro y equivale a la milésima parte de él. ,mm
c_clave_unidad_MND,MND,"Kilogramo, peso seco","Unidad de masa que define el número de kilogramos de un producto, sin tener en cuenta el contenido de agua del producto.",
c_clave_unidad_MON,MON,Mes ,Unidad de tiempo equivalente a 1/12 de año de 365.25 días.,mo
c_clave_unidad_MPA,MPA,Megapascal,,MPa
c_clave_unidad_MQ,MQ,Mil metros,,
c_clave_unidad_MQH,MQH,Metro cúbico por hora,,m³/h
c_clave_unidad_MQS,MQS,Metro cúbico por segundo,,m³/s
c_clave_unidad_MSK,MSK,Metro por segundo cuadrado,"Es la aceleración de un cuerpo, animado de movimiento uniformemente variado, cuya velocidad varía cada segundo, 1 m/s. ",m/s²
c_clave_unidad_MTK,MTK,Metro cuadrado,Es la unidad básica de superficie en el Sistema Internacional de Unidades. Si a esta unidad se antepone un prefijo del Sistema Internacional se crea un múltiplo o submúltiplo de esta.,m²
c_clave_unidad_MTQ,MTQ,Metro cúbico,Sinónimo: metro cúbico,m³
c_clave_unidad_MTR,MTR,Metro,El metro (símbolo m) es la principal unidad de longitud del Sistema Internacional de Unidades. Un metro es la distancia que recorre la luz en el vacío en un intervalo de 1/299 792 458 de segundo.,m
c_clave_unidad_MTS,MTS,Metro por segundo,"Es la velocidad de un cuerpo que, con movimiento uniforme, recorre, una longitud de un metro en 1 segundo .",m/s
c_clave_unidad_MV,MV,Número de mults,,
c_clave_unidad_MVA,MVA,Megavoltio - amperio,,MV·A
c_clave_unidad_MWH,MWH,Megawatt hora,Unidad de potencia que define la cantidad total de energía a granel transferida o consumida.,MW·h
c_clave_unidad_N1,N1,Pluma calórica,Unidad de conteo que define el número de calorías que se recetan diariamente para la terapia parenteral / enteral.,
c_clave_unidad_N10,N10,Libra pie por segundo,"Producto de la libra avoirdupois de acuerdo con el sistema de unidades avoirdupois y el pie de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial, dividido por la unidad segundo del sistema interacional.",lb·(ft/s)
c_clave_unidad_N11,N11,Libra pulgada por segundo,"Producto de la libra avoirdupois de acuerdo con el sistema de unidades avoirdupois y la pulgada de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial, dividido por la unidad segundo del sistema interacional.",lb·(in/s)
c_clave_unidad_N12,N12,Pferdestaerke,Unidad obsoleta de la potencia relativa a DIN 1301-3: 1979: 1 PS = 735.498 75 W.,PS
c_clave_unidad_N13,N13,Centímetro de mercurio (0°),"Unidad de presión no conforme al sistema internacional, en la cuál el valor de 1 cmHg cumple con la presión estática, que es generada por un mercurio a una temperatura de 0 ° C con una altura de 1 centímetro.",cmHg (0 ºC)
c_clave_unidad_N14,N14,Centímetro de agua (4°),"Unidad de presión no conforme al sistema internacional, en la cuál el valor de 1 cmH2O cumple con la presión estática, que es generada por una cabeza de agua a una temperatura de 4 ° C con una altura de 1 centímetro.",cmH₂O (4 °C)
c_clave_unidad_N15,N15,Pie de agua (39.2 °f),"Unidad de presión no conforme al sistema internacional, de acuerdo con el sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 ft H2O es equivalente a la presión estática, que es generada por una cabeza de agua a una temperatura de 39,2 ° F con una Altura de 1 pie.","ftH₂O (39,2 ºF)"
c_clave_unidad_N16,N16,Pulgada de mercurio (32 °f),"Unidad de presión no conforme al sistema internacional, de acuerdo con el sistema Anglo-American e Imperial para unidades, mientras que el valor de 1 inHg cumple con la presión estática, que es generada por un mercurio a una temperatura de 32 ° F con una altura de 1 pulgada.",inHG (32 ºF)
c_clave_unidad_N17,N17,Pulgada de mercurio (60 °f),"Unidad de presión no conforme al sistema internacional sino según al sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 in Hg satisface la presión estática, que es generada por un mercurio a una temperatura de 60 ° F con una altura de 1 pulgada.",inHg (60 ºF)
c_clave_unidad_N18,N18,Pulgada de agua (39.2 °f),"Unidad de presión no conforme al sistema internacional sino de acuerdo con el sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 inH2O satisface la presión estática, que es generada por una cabeza de agua a una temperatura de 39,2 ° F con una altura De 1 pulgada.","inH₂O (39,2 ºF)"
c_clave_unidad_N19,N19,Pulgada de agua (60 °f),"Unidad de presión no conforme al sistema internacional sino según al sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 inH2O satisface la presión estática, que es generada por una cabeza de agua a una temperatura de 60 ° F con una altura de 1 pulgada.",inH₂O (60 ºF)
c_clave_unidad_N2,N2,número de líneas,,
c_clave_unidad_N20,N20,Kip por pulgada cuadrada,Unidad de presión no conforme al sistema internacional de unidades sino de acuerdo con el sistema Anglo-Americano de unidades como el 1000 veces de la unidad de fuerza de libra fuerza dividida por la potencia de la unidad de pulgada por el exponente 2.,ksi
c_clave_unidad_N21,N21,Poundal por pie cuadrado,"Unidad de presión no conforme al sistema internacional según el sistema Imperial de unidades según NIST: 1 pdl / ft² = 1,488 164 Pa.",pdl/ft²
c_clave_unidad_N22,N22,Onza (avoirdupois) por pulgada cuadrada,Unidad de la masa específica de la superficie (onza de avoirdupois según el sistema del avoirdupois de unidades según la superficie pulgada cuadrada según el sistema Anglo-Americano e imperial de unidades).,oz/in²
c_clave_unidad_N23,N23,Metro convencional de agua,"No es una unidad de presión del sistema internacional, mientras que un valor de 1 mH2O es equivalente a la presión estática, que es producida por una columna de agua de un metro de alto.",mH₂O
c_clave_unidad_N24,N24,Gramo por milímetro cuadrado,"0.001 veces el kilo de unidad de basedel sistema internacional dividido por el 0,000 001 veces de la potencia del medidor de unidad de base del sistema internacional por el exponente 2.",g/mm²
c_clave_unidad_N25,N25,Libra por yarda cuadrada,Unidad para la masa relacionada con el área como una unidad de la libra según el sistema de la unidad del avoirdupois dividido por la potencia del patio de la unidad según el sistema Anglo-Americano e imperial de unidades con el exponente 2.,lb/yd²
c_clave_unidad_N26,N26,Poundal por pulgada cuadrada,Unidad de presión no conforme al sistema internacional sino según el sistema Imperial de unidades (poundal por pulgada cuadrada).,pdl/in²
c_clave_unidad_N27,N27,Pie a la cuarta potencia ,"Potencia de la unidad pie, de acuerdo con el sistema Anglo-Americano e Imperial de unidades, elevado al exponente 4 de acuerdo con NIST: 1 ft4 = 8,630 975 m4.",ft⁴
c_clave_unidad_N28,N28,Decímetro cúbico por kilogramo,"0.001 veces de metro, unidad base  del sistema internacional elevado al exponente 3 dividido por el kilogramo.",dm³/kg
c_clave_unidad_N29,N29,Pie cúbico por libra ,"Potencia del pie, unidad de acuerdo con el sistema de unidades Anglo-Americanas e Imperial elevado al exponente 3 dividido por la libra de la unidad avoirdupois según el sistema unitario avoirdupois.",ft³/lb
c_clave_unidad_N3,N3,Impresión de punto,,
c_clave_unidad_N30,N30,Pulgada cúbica por libra,Potencia de la unidad pulgada según el sistema Anglo-Americano e Imperial de unidades elevado al exponente 3 dividido por la libra avoirdupois según el sistema unitario avoirdupois.,in³/lb
c_clave_unidad_N31,N31,Kilonewton por metro,"1000 veces de la unidad derivada newton dividido por el metro, ambas unidades del sistema internacional.",kN/m
c_clave_unidad_N32,N32,Poundal por pulgada,Unidad de tensión superficial de acuerdo con el sistema de unidad Imperial como cociente de poundal por pulgada.,pdl/in
c_clave_unidad_N33,N33,Libra-fuerza por yarda,Unidad de fuerza por unidad de longitud basado en el sistema Anglo-Americano de unidades.,lbf/yd
c_clave_unidad_N34,N34,Poundal segundo por pie cuadrado,Unidad de viscosidad no conforme al sistema internacional.,(pdl/ft²)·s
c_clave_unidad_N35,N35,Poise por pascal,"CGS (Centímetro-Gramo-Segundo sistema) unidad poise dividido por la unidad derivada del sistema internacional, pascal.",P/Pa
c_clave_unidad_N36,N36,Newton segundo por metro cuadrado,Unidad de la viscosidad dinámica como un producto de la unidad de la presión (newton por metro cuadrado) multiplicado con la unidad de base SI segundo.,(N/m²)·s
c_clave_unidad_N37,N37,Kilogramo por metro segundo,Unidad de la viscosidad dinámica como un cociente de la unidad kilogramo del sistema internacional entre la unidad metro y por segundo del sistema internacional de unidades.,kg/(m·s)
c_clave_unidad_N38,N38,Kilogramo por metro minuto,Unidad de la viscosidad dinámica como un cociente de la unidad kilogramo del sistema internacional entre la unidad metro y por minuto del sistema internacional de unidades.,kg/(m·min)
c_clave_unidad_N39,N39,Kilogramo por metro día,"Unidad de la viscosidad dinámica como un cociente de unidad base kilogramo dividido por la unidad base metro y por la unidad de día, ambas del sistema internacional. ",kg/(m·d)
c_clave_unidad_N40,N40,Kilogramo por metro hora,"Unidad de la viscosidad dinámica como cociente de la unidad base kilogramo dividido por la unidad base metro y por unidad de hora, ambas del sistema internacional.",kg/(m·h)
c_clave_unidad_N41,N41,Gramo por centímetro segundo,"Unidad de la viscosidad dinámica como un cociente del 0,001 veces de la unidad base kilogramo dividido por el 0,01 veces de la unidad base metro y la unidad base segundo, del sistema internacional de unidades.",g/(cm·s)
c_clave_unidad_N42,N42,Poundal segundo por pulgada cuadrada,"Unidad de viscosidad dinámica no conforme al sistema internacional sino según el sistema Imperial de unidades, como producto de la  unidad de presión (poundal por pulgada cuadrada) multiplicada por la unidad base segundo, del sistema internacional de unidades.",(pdl/in²)·s
c_clave_unidad_N43,N43,Libra por pie minuto,Unidad de la viscosidad dinámica según el sistema Anglo-Americano de unidades.,lb/(ft·min)
c_clave_unidad_N44,N44,Libra por pie día,Unidad de la viscosidad dinámica según el sistema Anglo-Americano de unidades.,lb/(ft·d)
c_clave_unidad_N45,N45,Metro cúbico por segundo pascal,"Potencia de la unidad metro del sistema internacional por el exponente 3 dividido por el producto de la unidad base segundo y la unidad derivada pascal, ambas del sistema internacional de unidades.",(m³/s)/Pa
c_clave_unidad_N46,N46,Pie poundal,Unidad de trabajo (trayectoria de fuerza),ft·pdl
c_clave_unidad_N47,N47,Pulgada poundal,Unidad de trabajo (fuerza multiplicado por trayectoria) de acuerdo con el sistema imperial de unidades como el producto de la unidad pulgada multiplicada por el poundal.,in·pdl
c_clave_unidad_N48,N48,Watt por centímetro cuadrado,"Unidad derivada del sistema internacional, watt, dividido por la potencia de la 0.01 parte de la unidad base del sistema internacional, metro al exponente 2.",W/cm²
c_clave_unidad_N49,N49,Watt por pulgada cuadrada,"Unidad derivada del sistema internacional, watt, dividido por la potencia de la unidad pulgada al exponente 2, de acuerdo al sistema de unidades Anglo-Americano y el sistema imperial de unidades.",W/in²
c_clave_unidad_N50,N50,Unidad térmica británica (tabla internacional) por pie cuadrado hora.,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,BtuIT/(ft²·h)
